ProductID,一覧No,タイトル,タイトル状態,サブタイトル・シリーズ,著者,出版社,底本刊行,ISBN,eISBN,code,status,pdf,pages,captured_at,note,収録元,不足項目,次の作業
KP00060008,88,となりのハト,検索リスト,身近な生きものの知られざる世界,柴田佳秀,山と溪谷社,2022-03,9784635063104,,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00060116,,,未確認,,,,,,,,不完全,in_capture_20260922_KP00060116.pdf,36,2026-09-22,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま / キャプチャが途中。取り直したら pages と status を更新する
KP00060294,68,造林樹木学ノート,検索リスト,,上原巌,コロナ社,2021-04,9784339052763,9784339152760,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00060803,,,未確認,,,,,,,,取得済,capture_20260921_KP00060803.pdf,193,2026-09-21,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00062342,,,未確認,,,,,,,,取得済,capture_20260922_KP00062342.pdf,432,2026-09-22,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00062343,106,偉人たちの挑戦 1,検索リスト,数学・天文学・地学編 サイエンス探究シリーズ,東京電機大学【編】,東京電機大学出版局,2022-02,9784501633103,9784501985004,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00064057,,,未確認,,,,,,,,取得済,capture_20260922_KP00064057.pdf,187,2026-09-22,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00064770,,,未確認,,,,,,,,取得済,capture_20260922_KP00064770.pdf,1,2026-09-22,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code;pages（要確認）,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま / 取得済だがページ数が20未満。実ファイルを見て、途中切れなら status を不完全にする
KP00065857,134,BOOK PAGE 本の年鑑 2022,検索リスト,1・2（2分冊セット）,日外アソシエーツ【編】,日外アソシエーツ,2022-04,9784816929144,9784816987977,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00066085,109,森の根の生態学,検索リスト,,平野恭弘 野口享太郎 大橋瑞江【編】,共立出版,2020-12,9784320058132,9784320951396,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00066847,61,あした出会えるきのこ100,検索リスト,散歩道の図鑑,新井文彦【著】 保坂健太郎【監修】,山と溪谷社,2022-06,9784635062992,,library.pref.hokkaido,取得済,capture_20260921_KP00066847.pdf,193,2026-09-21,,検索リスト+取得台帳,,対応不要
KP00066848,59,変形菌 発見と観察を楽しむ自然図鑑,検索リスト,,川上新一【解説】 新井文彦 髙野丈【写真】,山と溪谷社,2022-06,9784635062978,,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00066962,83,数と計算のはなし 代数篇,検索リスト,武藤徹の高校数学読本1,武藤徹,日本評論社,2011-12,9784535603318,,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00066963,92,図形のはなし 幾何篇,検索リスト,武藤徹の高校数学読本2,武藤徹,日本評論社,2011-12,9784535603325,,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00066964,80,多次元の世界をのぞく ベクトル・行列篇,検索リスト,武藤徹の高校数学読本3,武藤徹,日本評論社,2012-02,9784535603332,,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00066965,82,運動と変化のはなし 関数篇,検索リスト,武藤徹の高校数学読本4,武藤徹,日本評論社,2012-03,9784535603349,,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00066966,81,ミクロとマクロをつむぐ 微分積分篇,検索リスト,武藤徹の高校数学読本5,武藤徹,日本評論社,2012-05,9784535603356,,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00066967,87,大量現象のはなし 確率・統計篇,検索リスト,武藤徹の高校数学読本6,武藤徹,日本評論社,2012-06,9784535603363,,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00067054,,,未確認,,,,,,,,不完全,in_capture_20260922_KP00067054.pdf,16,2026-09-22,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま / キャプチャが途中。取り直したら pages と status を更新する
KP00067986,86,富士山境目図鑑,検索リスト,境目だから面白い、五合目の地質と動植物,山梨県富士山科学研究所【著】,丸善出版,2020-05,9784621305119,,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00068397,,,未確認,,,,,,,,取得済,capture_20260920_KP00068397.pdf,129,2026-09-20,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00068408,,,未確認,,,,,,,library.pref.hokkaido,不完全,in_capture_20260915_KP00068408.pdf,11,2026-09-15,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / キャプチャが途中。取り直したら pages と status を更新する
KP00069661,75,造園大百科事典,検索リスト,,亀山章【総編集】,朝倉書店,2022-07,9784254410419,,library.pref.hokkaido,不完全,in_capture_20260915_KP00069661.pdf,12,2026-09-15,,検索リスト+取得台帳,,キャプチャが途中。取り直したら pages と status を更新する
KP00071053,14,今日からはじめる ばーどらいふ！,検索リスト,,一日一種,文一総合出版,2021-10,9784829972366,9784829955628,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00071054,1,ハエトリグモハンドブック 増補改訂版,検索リスト,,須黒達巳,文一総合出版,2022-04,9784829981696,9784829955635,library.pref.hokkaido,取得済,capture_20260921_KP00071054.pdf,156,2026-09-21,,検索リスト+取得台帳,,対応不要
KP00071055,34,野鳥手帳,検索リスト,「あの鳥なに？」がわかります！,叶内拓哉【文・写真】 水谷高英【イラスト】,文一総合出版,2021-04,9784829972359,9784829955642,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00071059,10,田んぼや水辺でみられる 植物の芽生えハンドブック,検索リスト,,浅井元朗 西廣淳,文一総合出版,2022-06,9784829981719,9784829955680,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00071060,16,かんたん識別！ 身近なチョウ,検索リスト,,森地重博 清水聡司 奥山清市,文一総合出版,2022-06,9784829972403,9784829955697,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00071061,47,生きもの毛事典,検索リスト,,保谷彰彦【文】 川崎悟司【イラスト】,文一総合出版,2022-06,9784829972380,9784829955703,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00071062,37,繭ハンドブック,検索リスト,,三田村敏正,文一総合出版,2013-05,9784829981122,9784829955710,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00071185,,,未確認,,,,,,,,取得済,capture_20260922_KP00071185.pdf,221,2026-09-22,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00078020,,,未確認,,,,,,,,取得済,capture_20260917_KP00078020.pdf,218,2026-09-17,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00080195,,,未確認,,,,,,,,取得済,capture_20260922_KP00080195.pdf,196,2026-09-22,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00080580,,,未確認,,,,,,,library.pref.hokkaido,不完全,in_capture_20260915_KP00080580.pdf,10,2026-09-15,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / キャプチャが途中。取り直したら pages と status を更新する
KP00080785,49,羽毛恐竜完全ガイド,検索リスト,BIRDER SPECIAL,BIRDER編集部【編】,文一総合出版,2023-03,9784829975138,9784829955802,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00088544,60,鳴き声できずなを結ぶ エゾナキウサギ,検索リスト,命のつながり 5,佐藤圭【写真・文】,文一総合出版,2023-10,9784829990193,9784829955895,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00088644,102,古代東北の蝦夷と北海道〈オンデマンド版〉,検索リスト,,関口明,吉川弘文館,2023-10,9784642723862,9784642226554,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00089021,58,山の園芸屋さん エゾシマリス,検索リスト,命のつながり 3,佐藤圭【写真・文】,文一総合出版,2021-11,9784829990148,9784829955987,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00093864,,,未確認,,,,,,,library.pref.hokkaido,不完全,in_capture_20260915_KP00093864.pdf,274,2026-09-15,,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / キャプチャが途中。取り直したら pages と status を更新する
KP00095630,124,北方海域をめぐる国際政治史,検索リスト,明治期日本の海獣猟業,髙橋亮一,日本経済評論社,2024-02,9784818826496,,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00101523,126,Q&Aで読む縄文時代入門,検索リスト,,山田康弘 設楽博己【編】,吉川弘文館,2024-05,9784642084499,9784642228725,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00105431,116,アイヌ語地名の歴史,検索リスト,歴史文化ライブラリー 604,児島恭子,吉川弘文館,2024-08,9784642306041,9784642229029,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00105622,,,未確認,,,,,,,,取得済,capture_20260915_KP00105622.pdf,305,2026-09-15,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00105675,,,未確認,,,,,,,,取得済,capture_20260917_KP00105675.pdf,674,2026-09-17,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00120642,,,未確認,,,,,,,,取得済,capture_20260922_KP00120642.pdf,301,2026-09-22,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00123447,,,未確認,,,,,,,,取得済,capture_20260921_KP00123447.pdf,145,2026-09-21,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
,,111,ファイル名由来,,,,,,,library.pref.hokkaido,取得済,111.pdf,10,2026-09-14,既存ファイルから取り込み（ProductID不明）,取得台帳のみ（ProductIDなし）,ProductID;正式書名;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;pages（要確認）,タイトルはファイル名の仮題。KinoDenか国会図書館サーチで正式書名を確定し、ProductIDが1件に特定できたときだけ埋める。候補が複数ならProductIDは空のまま、noteに候補を書く / 取得済だがページ数が20未満。実ファイルを見て、途中切れなら status を不完全にする
,,APG原色樹木大図鑑,ファイル名由来,,,,,,,library.pref.hokkaido,取得済,APG原色樹木大図鑑.pdf,952,2026-08-14,既存ファイルから取り込み（ProductID不明）,取得台帳のみ（ProductIDなし）,ProductID;正式書名;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN,タイトルはファイル名の仮題。KinoDenか国会図書館サーチで正式書名を確定し、ProductIDが1件に特定できたときだけ埋める。候補が複数ならProductIDは空のまま、noteに候補を書く
,,いきもの六法,ファイル名由来,,,,,,,library.pref.hokkaido,取得済,いきもの六法.pdf,130,2026-08-14,既存ファイルから取り込み（ProductID不明）,取得台帳のみ（ProductIDなし）,ProductID;正式書名;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN,タイトルはファイル名の仮題。KinoDenか国会図書館サーチで正式書名を確定し、ProductIDが1件に特定できたときだけ埋める。候補が複数ならProductIDは空のまま、noteに候補を書く
,,おもしろ植物図鑑,ファイル名由来,,,,,,,library.pref.hokkaido,取得済,おもしろ植物図鑑.pdf,225,2026-08-14,既存ファイルから取り込み（ProductID不明）,取得台帳のみ（ProductIDなし）,ProductID;正式書名;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN,タイトルはファイル名の仮題。KinoDenか国会図書館サーチで正式書名を確定し、ProductIDが1件に特定できたときだけ埋める。候補が複数ならProductIDは空のまま、noteに候補を書く
,,きのこの教科書観察と種同定の入門,ファイル名由来,,,,,,,library.pref.hokkaido,取得済,きのこの教科書観察と種同定の入門.pdf,242,2026-09-13,既存ファイルから取り込み（ProductID不明）,取得台帳のみ（ProductIDなし）,ProductID;正式書名;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN,タイトルはファイル名の仮題。KinoDenか国会図書館サーチで正式書名を確定し、ProductIDが1件に特定できたときだけ埋める。候補が複数ならProductIDは空のまま、noteに候補を書く
,,くらべてわかる哺乳類,ファイル名由来,,,,,,,library.pref.hokkaido,取得済,くらべてわかる哺乳類.pdf,129,2026-08-13,既存ファイルから取り込み（ProductID不明）,取得台帳のみ（ProductIDなし）,ProductID;正式書名;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN,タイトルはファイル名の仮題。KinoDenか国会図書館サーチで正式書名を確定し、ProductIDが1件に特定できたときだけ埋める。候補が複数ならProductIDは空のまま、noteに候補を書く
,,ときめくきのこ図鑑,ファイル名由来,,,,,,,library.pref.hokkaido,取得済,ときめくきのこ図鑑.pdf,226,2026-09-13,既存ファイルから取り込み（ProductID不明）,取得台帳のみ（ProductIDなし）,ProductID;正式書名;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN,タイトルはファイル名の仮題。KinoDenか国会図書館サーチで正式書名を確定し、ProductIDが1件に特定できたときだけ埋める。候補が複数ならProductIDは空のまま、noteに候補を書く
,,ときめくチョウ図鑑,ファイル名由来,,,,,,,library.pref.hokkaido,取得済,ときめくチョウ図鑑.pdf,130,2026-09-14,既存ファイルから取り込み（ProductID不明）,取得台帳のみ（ProductIDなし）,ProductID;正式書名;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN,タイトルはファイル名の仮題。KinoDenか国会図書館サーチで正式書名を確定し、ProductIDが1件に特定できたときだけ埋める。候補が複数ならProductIDは空のまま、noteに候補を書く
,,ときめく貝殻図鑑,ファイル名由来,,,,,,,library.pref.hokkaido,取得済,ときめく貝殻図鑑.pdf,225,2026-09-13,既存ファイルから取り込み（ProductID不明）,取得台帳のみ（ProductIDなし）,ProductID;正式書名;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN,タイトルはファイル名の仮題。KinoDenか国会図書館サーチで正式書名を確定し、ProductIDが1件に特定できたときだけ埋める。候補が複数ならProductIDは空のまま、noteに候補を書く
,,データベーススペシャリスト教科書令和4年度,ファイル名由来,,,,,,,library.pref.hokkaido,取得済,データベーススペシャリスト教科書令和4年度.pdf,736,2026-08-13,既存ファイルから取り込み（ProductID不明）,取得台帳のみ（ProductIDなし）,ProductID;正式書名;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN,タイトルはファイル名の仮題。KinoDenか国会図書館サーチで正式書名を確定し、ProductIDが1件に特定できたときだけ埋める。候補が複数ならProductIDは空のまま、noteに候補を書く
,,ポケット図鑑日本のキノコ262,ファイル名由来,,,,,,,library.pref.hokkaido,取得済,ポケット図鑑日本のキノコ262.pdf,326,2026-09-14,既存ファイルから取り込み（ProductID不明）,取得台帳のみ（ProductIDなし）,ProductID;正式書名;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN,タイトルはファイル名の仮題。KinoDenか国会図書館サーチで正式書名を確定し、ProductIDが1件に特定できたときだけ埋める。候補が複数ならProductIDは空のまま、noteに候補を書く
,,公園で探せる昆虫図鑑,ファイル名由来,,,,,,,library.pref.hokkaido,取得済,公園で探せる昆虫図鑑.pdf,194,2026-08-14,既存ファイルから取り込み（ProductID不明）,取得台帳のみ（ProductIDなし）,ProductID;正式書名;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN,タイトルはファイル名の仮題。KinoDenか国会図書館サーチで正式書名を確定し、ProductIDが1件に特定できたときだけ埋める。候補が複数ならProductIDは空のまま、noteに候補を書く
,,北海道のキノコ,ファイル名由来,,,,,,,library.pref.hokkaido,取得済,北海道のキノコ.pdf,380,2026-09-12,既存ファイルから取り込み（ProductID不明）,取得台帳のみ（ProductIDなし）,ProductID;正式書名;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN,タイトルはファイル名の仮題。KinoDenか国会図書館サーチで正式書名を確定し、ProductIDが1件に特定できたときだけ埋める。候補が複数ならProductIDは空のまま、noteに候補を書く
,,実とタネキャラクター図鑑,ファイル名由来,,,,,,,library.pref.hokkaido,取得済,実とタネキャラクター図鑑.pdf,225,2026-08-14,既存ファイルから取り込み（ProductID不明）,取得台帳のみ（ProductIDなし）,ProductID;正式書名;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN,タイトルはファイル名の仮題。KinoDenか国会図書館サーチで正式書名を確定し、ProductIDが1件に特定できたときだけ埋める。候補が複数ならProductIDは空のまま、noteに候補を書く
,,新分類牧野日本植物図鑑,ファイル名由来,,,,,,,library.pref.hokkaido,取得済,新分類牧野日本植物図鑑.pdf,1633,2026-08-14,既存ファイルから取り込み（ProductID不明）,取得台帳のみ（ProductIDなし）,ProductID;正式書名;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN,タイトルはファイル名の仮題。KinoDenか国会図書館サーチで正式書名を確定し、ProductIDが1件に特定できたときだけ埋める。候補が複数ならProductIDは空のまま、noteに候補を書く
,,新板草花もの知り事典,ファイル名由来,,,,,,,library.pref.hokkaido,取得済,新板草花もの知り事典.pdf,440,2026-08-14,既存ファイルから取り込み（ProductID不明）,取得台帳のみ（ProductIDなし）,ProductID;正式書名;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN,タイトルはファイル名の仮題。KinoDenか国会図書館サーチで正式書名を確定し、ProductIDが1件に特定できたときだけ埋める。候補が複数ならProductIDは空のまま、noteに候補を書く
,,日本の野鳥識別図鑑,ファイル名由来,,,,,,,library.pref.hokkaido,取得済,日本の野鳥識別図鑑.pdf,336,2026-08-14,既存ファイルから取り込み（ProductID不明）,取得台帳のみ（ProductIDなし）,ProductID;正式書名;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN,タイトルはファイル名の仮題。KinoDenか国会図書館サーチで正式書名を確定し、ProductIDが1件に特定できたときだけ埋める。候補が複数ならProductIDは空のまま、noteに候補を書く
,,日本野鳥の会のとっておきの野鳥の授業,ファイル名由来,,,,,,,library.pref.hokkaido,取得済,日本野鳥の会のとっておきの野鳥の授業.pdf,216,2026-08-14,既存ファイルから取り込み（ProductID不明）,取得台帳のみ（ProductIDなし）,ProductID;正式書名;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN,タイトルはファイル名の仮題。KinoDenか国会図書館サーチで正式書名を確定し、ProductIDが1件に特定できたときだけ埋める。候補が複数ならProductIDは空のまま、noteに候補を書く
,,昆虫たちのすごい筋肉,ファイル名由来,,,,,,,library.pref.hokkaido,取得済,昆虫たちのすごい筋肉.pdf,183,2026-08-13,既存ファイルから取り込み（ProductID不明）,取得台帳のみ（ProductIDなし）,ProductID;正式書名;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN,タイトルはファイル名の仮題。KinoDenか国会図書館サーチで正式書名を確定し、ProductIDが1件に特定できたときだけ埋める。候補が複数ならProductIDは空のまま、noteに候補を書く
,,理科好きな子に育つふしぎのお話,ファイル名由来,,,,,,,library.pref.hokkaido,取得済,理科好きな子に育つふしぎのお話.pdf,13,2026-08-14,既存ファイルから取り込み（ProductID不明）,取得台帳のみ（ProductIDなし）,ProductID;正式書名;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;pages（要確認）,タイトルはファイル名の仮題。KinoDenか国会図書館サーチで正式書名を確定し、ProductIDが1件に特定できたときだけ埋める。候補が複数ならProductIDは空のまま、noteに候補を書く / 取得済だがページ数が20未満。実ファイルを見て、途中切れなら status を不完全にする
,,草の辞典,ファイル名由来,,,,,,,library.pref.hokkaido,取得済,草の辞典.pdf,288,2026-08-14,既存ファイルから取り込み（ProductID不明）,取得台帳のみ（ProductIDなし）,ProductID;正式書名;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN,タイトルはファイル名の仮題。KinoDenか国会図書館サーチで正式書名を確定し、ProductIDが1件に特定できたときだけ埋める。候補が複数ならProductIDは空のまま、noteに候補を書く
